Group,Site,Intercept,Slope
Herps,cowleylizards,0.258201159,-8.003523496
Herps,cowleylizards,0.210281459,-4.714186636
Herps,cowleylizards,0.105175922,-7.630785803
Herps,cowleylizards,0.164293063,-4.177185927
Herps,cowleysnakes,0.043068319,-24.9850928
Herps,cowleysnakes,0.119394728,-17.78713352
Herps,cowleysnakes,0.073392575,-13.72402522
Herps,cowleysnakes,0.041285286,-25.16762523
Herps,cowleysnakes,0.048454114,-23.75654345
Herps,cowleysnakes,0.06756363,-17.83079596
Herps,cowleysnakes,0.055567345,-26.79005553
Herps,cowleysnakes,0.038107448,-3.251583178
Herps,cowleysnakes,0.049173593,-17.74580033
Herps,cowleysnakes,0.045912422,-15.17474442
Herps,cowleysnakes,0.036052043,-7.759453202
Herps,cowleysnakes,0.129435078,-12.4929584
Herps,cowleysnakes,0.048389518,-12.55292877
Herps,cowleysnakes,0.042250137,-17.6630617
Herps,cowleysnakes,0.096045239,-13.11640948
Herps,cowleysnakes,0.053178299,-18.73310432
Herps,cowleyturtles,0.31547619,-2.90857843
Herps,cowleyturtles,0.304761905,-3.81795963
Herps,cowleyturtles,0.379761905,-4.619003201
Herps,esgeorgeturtles,0.364894371,-3.877901414
Herps,esgeorgeturtles,0.330734654,-5.89432772
Herps,esgeorgeturtles,0.232488474,-1.395982161
Herps,fitchsnakes,0.277726793,-3.201576527
Herps,fitchsnakes,0.097533051,-6.741632485
Herps,fitchsnakes,0.631704101,-2.871138468
Herps,luquillo,0.371401249,-6.090332222
Herps,luquillo,0.589623345,-1.465436677
Herps,luquillo,0.369418471,-8.142652027
Herps,orabanda,0.022922397,-96.24600385
Herps,orabanda,0.009566546,-83.19281582
Herps,orabanda,0.018817169,-86.94726389
Herps,orabanda,0.013314425,-139.247923
Herps,orabanda,0.033210674,-33.95512801
Herps,orabanda,0.022922397,-96.24600385
Herps,orabanda,0.022622773,-72.21565563
Herps,orabanda,NA,NA
Herps,orabanda,0.026813547,-74.15629003
Herps,orabanda,0.016720392,-100.8906886
Herps,orabanda,0.013314425,-139.247923
Herps,orabanda,0.014544431,-172.8438604
Herps,orabanda,0.018817169,-86.94726389
Herps,orabanda,0.015137893,-104.1699452
Herps,orabanda,0.020083351,-142.330736
Herps,orabanda,0.033210674,-33.95512801
Herps,orabanda,-0.022707198,-7.246565126
Herps,orabanda,0.024551929,-63.59963327
Herps,orabanda,0.019691837,-92.33944629
Herps,orabanda,0.01973206,-59.11197944
Herps,orabanda,0.003152909,-24.05249242
Herps,orabanda,0.043558592,-18.88720917
Herps,orabanda,0.01973206,-59.11197944
Herps,orabanda,0.025691117,-83.4440764
Herps,orabanda,0.003152909,-24.05249242
Herps,orabanda,0.019278574,-106.4943895
Herps,orabanda,0.022922397,-96.24600385
Herps,orabanda,0.019278574,-106.4943895
Herps,orabanda,0.015137893,-104.1699452
Herps,orabanda,0.026397404,-31.2781365
Herps,orabanda,0.02196637,-45.72404628
Herps,orabanda,-0.022707198,-7.246565126
Herps,orabanda,0.017562533,-111.1508937
Herps,orabanda,-0.022707198,-7.246565126
Herps,orabanda,0.02448707,-94.11465511
Herps,orabanda,0.019092398,-86.74605651
Herps,orabanda,0.016720392,-100.8906886
Herps,orabanda,0.014544431,-172.8438604
Herps,orabanda,0.016720392,-100.8906886
Herps,orabanda,0.045772808,25.63357146
Herps,orabanda,0.019691837,-92.33944629
Herps,orabanda,NA,NA
Herps,orabanda,0.019691837,-92.33944629
Herps,orabanda,0.019278574,-106.4943895
Herps,orabanda,0.021156097,-45.11089109
Herps,orabanda,0.013314425,-139.247923
Herps,orabanda,0.009035526,695.7172795
Herps,orabanda,0.021686735,-72.95248095
Herps,orabanda,0.021686735,-72.95248095
Herps,orabanda,0.019092398,-86.74605651
Herps,orabanda,NA,NA
Herps,orabandalizards,0.011172546,-63.9376869
Herps,orabandalizards,0.004012074,-19.99683329
Herps,orabandalizards,0.017604083,-82.67660666
Herps,orabandalizards,0.02625692,-76.41138871
Herps,orabandalizards,0.058672828,18.31945445
Herps,orabandalizards,0.02345766,-84.67602969
Herps,orabandalizards,0.011492072,-626.3691541
Herps,orabandalizards,0.027809936,-39.46000956
Herps,orabandalizards,0.022459369,-59.18853378
Herps,orabandalizards,0.017604083,-82.67660666
Herps,orabandalizards,0.004012074,-19.99683329
Herps,orabandalizards,-0.026239348,8.943416351
Herps,orabandalizards,0.02345766,-84.67602969
Herps,orabandalizards,0.058672828,18.31945445
Herps,orabandalizards,0.032887616,-55.88958579
Herps,orabandalizards,0.023899207,-38.734488
Herps,orabandalizards,0.027378188,-74.1099515
Herps,orabandalizards,0.024264708,-66.97751987
Herps,orabandalizards,-0.026239348,8.943416351
Herps,orabandalizards,0.030337727,-78.23937198
Herps,orabandalizards,0.034161349,-50.9645972
Herps,orabandalizards,0.037045182,-32.426604
Herps,orabandalizards,0.017843778,-128.7362738
Herps,orabandalizards,0.023685918,-48.79227617
Herps,orabandalizards,0.028291922,-71.97485933
Herps,orabandalizards,0.023149966,-85.88598071
Herps,orabandalizards,0.022459369,-59.18853378
Herps,orabandalizards,0.028291922,-71.97485933
Herps,orabandalizards,0.023799223,-56.26947896
Herps,orabandalizards,0.034161349,-50.9645972
Herps,orabandalizards,0.015905285,-120.7733953
Herps,orabandalizards,0.030337727,-78.23937198
Herps,orabandalizards,0.02216763,-80.68291967
Herps,orabandalizards,0.02959745,-105.2184709
Herps,orabandalizards,0.037045182,-32.426604
Herps,orabandalizards,0.017843778,-128.7362738
Herps,orabandalizards,0.015905285,-120.7733953
Herps,orabandalizards,NA,NA
Herps,orabandalizards,0.026777957,-33.95475896
Herps,orabandalizards,0.02959745,-105.2184709
Herps,orabandalizards,0.023502008,-44.34427736
Herps,orabandalizards,0.011492072,-626.3691541
Herps,orabandasnakes,0.128722504,-19.17920956
Herps,orabandasnakes,0.094194911,-29.23001372
Herps,orabandasnakes,0.135728798,-10.07894186
Herps,orabandasnakes,0.10318875,-17.77285317
Herps,orabandasnakes,0.080365553,-14.58929532
Herps,orabandasnakes,0.107337723,-15.56498075
Herps,orabandasnakes,0.19708845,-4.921188463
Herps,orabandasnakes,0.114834119,27.90998476
Herps,orabandasnakes,0.118550354,-14.04474332
Herps,rainbowfrogs,0.106086601,-10.10800119
Herps,rainbowfrogs,0.066890974,-20.89294168
Herps,rainbowfrogs,0.119210808,-14.87440862
Herps,rainbowfrogs,0.097577315,-10.77221096
Herps,rainbowfrogs,0.055241991,-10.36091299
Herps,rainbowfrogs,0.047892199,-18.25688437
Herps,rainbowfrogs,0.0862181,-17.21678424
Herps,rainbowfrogs,0.069198681,-16.28411576
Herps,rainbowfrogs,0.0511375,-15.74309426
Herps,rainbowfrogs,0.070119914,-14.23727734
Herps,rainbowfrogs,0.07806669,-14.47482212
Herps,rainbowfrogs,0.084775118,-23.98123065
Herps,rainbowfrogs,0.079410324,-10.248994
Invertebrates,cacoastmolluscs,0.105459032,-8.806419398
Invertebrates,cacoastmolluscs,0.134089654,-8.493590956
Invertebrates,cacoastmolluscs,0.054225804,-7.297574699
Invertebrates,cacoastmolluscs,0.064661909,-10.79217698
Invertebrates,cacoastmolluscs,0.321880263,-4.255221025
Invertebrates,cacoastmolluscs,0.038651479,-13.06542358
Invertebrates,cacoastmolluscs,0.135049699,-9.547228634
Invertebrates,cacoastmolluscs,0.151578867,-8.197766819
Invertebrates,hubbardleps,0.138719714,-2.481350255
Invertebrates,hubbardleps,0.204996343,-9.831135933
Invertebrates,hubbardleps,0.221179364,-4.983650841
Invertebrates,hubbardleps,0.174646346,-7.912187588
Invertebrates,hubbardleps,0.193203414,-7.767473082
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.006975308,-91.48441953
Invertebrates,jornadapitC,0.006990885,-97.62442851
Invertebrates,jornadapitC,0.007487997,-103.6758289
Invertebrates,jornadapitC,0.006990885,-97.62442851
Invertebrates,jornadapitC,0.008078152,-142.489835
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.008393239,-93.02542428
Invertebrates,jornadapitC,0.008115598,-65.73496945
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.009048721,-82.37443814
Invertebrates,jornadapitC,0.009739552,-40.41890304
Invertebrates,jornadapitC,0.01056939,-79.11102596
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.008076339,-93.54779264
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.009018277,-109.0978706
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007491646,-91.4015438
Invertebrates,jornadapitC,0.007525378,-89.24742855
Invertebrates,jornadapitC,0.008835003,-114.6153182
Invertebrates,jornadapitC,0.011895501,-92.85692705
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007325108,-145.5418115
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007525378,-89.24742855
Invertebrates,jornadapitC,0.008015776,-94.04216993
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007525378,-89.24742855
Invertebrates,jornadapitC,0.008449124,-89.6247777
Invertebrates,jornadapitC,0.00997248,-35.69882371
Invertebrates,jornadapitC,0.007491344,-105.9381348
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.014064076,-40.72975773
Invertebrates,jornadapitC,0.010956657,-82.0535413
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007929042,-108.0657923
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.009047532,-76.18704071
Invertebrates,jornadapitC,0.007463764,-105.3582443
Invertebrates,jornadapitC,0.008037164,-90.11945554
Invertebrates,jornadapitC,0.024549214,-65.14637779
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.006978428,-92.66756859
Invertebrates,jornadapitC,0.008320122,-98.60548442
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.006978428,-92.66756859
Invertebrates,jornadapitC,0.007886851,-111.8761252
Invertebrates,jornadapitC,0.011239945,-84.8503059
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.006975308,-91.48441953
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.011087012,-51.01922321
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.006975308,-91.48441953
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007819273,-80.85686743
Invertebrates,jornadapitC,0.013937326,-47.91556263
Invertebrates,jornadapitC,0.009091273,-119.5594962
Invertebrates,jornadapitC,0.007479813,-104.6130333
Invertebrates,jornadapitC,0.008122822,-41.43576087
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007325108,-145.5418115
Invertebrates,jornadapitC,0.013648211,-77.13187845
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.008536824,-37.94731438
Invertebrates,jornadapitC,0.008600098,-116.0248916
Invertebrates,jornadapitC,0.009346636,-67.06644408
Invertebrates,jornadapitC,0.008337926,-82.30195117
Invertebrates,jornadapitC,0.009770413,-87.42389561
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.007325108,-145.5418115
Invertebrates,jornadapitC,0.007491344,-105.9381348
Invertebrates,jornadapitC,0.021797443,-57.03664227
Invertebrates,jornadapitC,0.028259022,-58.64931689
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.006990885,-97.62442851
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.010044699,-87.69165701
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,NA,NA
Invertebrates,jornadapitC,0.021762326,-28.77098869
Invertebrates,jornadapitC,0.012305909,-91.51959067
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005904977,-109.9362089
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007583097,-78.05331409
Invertebrates,jornadapitG,0.010115339,-105.8911583
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.006858449,-166.2347625
Invertebrates,jornadapitG,0.007368183,-98.42958477
Invertebrates,jornadapitG,0.0035926,19.82314863
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007996693,-110.3733605
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.006434681,-92.49742826
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007324646,-128.9516767
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005655372,172.2116579
Invertebrates,jornadapitG,0.008506788,-168.5126176
Invertebrates,jornadapitG,0.007503852,-113.3397801
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.00826247,-96.35958218
Invertebrates,jornadapitG,0.008421306,-104.0790085
Invertebrates,jornadapitG,0.006596317,-94.36748854
Invertebrates,jornadapitG,0.007799151,-126.3729308
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.012552262,-7.415242472
Invertebrates,jornadapitG,0.007208421,-99.00936002
Invertebrates,jornadapitG,0.006879358,-147.9517836
Invertebrates,jornadapitG,0.006347411,-140.2049654
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005921493,-119.2305749
Invertebrates,jornadapitG,0.006938627,-101.0055202
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.006328201,-115.6690948
Invertebrates,jornadapitG,0.006972212,-153.3902598
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.006680326,-132.9298747
Invertebrates,jornadapitG,0.011461173,-86.79991331
Invertebrates,jornadapitG,0.013742215,-79.13194885
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007263685,-97.29272959
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007482356,-137.9737497
Invertebrates,jornadapitG,0.005904977,-109.9362089
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005655372,172.2116579
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007307984,-98.22604498
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007279635,-122.0141344
Invertebrates,jornadapitG,0.007212228,-98.20811562
Invertebrates,jornadapitG,0.005904977,-109.9362089
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007182772,-101.8170601
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.00759402,-112.607461
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.007484484,-76.51064147
Invertebrates,jornadapitG,0.01059604,-95.69155839
Invertebrates,jornadapitG,0.006329918,-113.6795881
Invertebrates,jornadapitG,0.006257525,-276.8529142
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.009691501,-117.646873
Invertebrates,jornadapitG,0.006396837,-108.1864103
Invertebrates,jornadapitG,0.007114607,-107.7154594
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005921024,-118.3451579
Invertebrates,jornadapitG,0.006988532,-53.33833782
Invertebrates,jornadapitG,0.010735427,-77.69642096
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.023890598,-53.88454642
Invertebrates,jornadapitG,0.006517153,-83.19957303
Invertebrates,jornadapitG,0.009937134,-58.7952642
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.006349551,-120.1013271
Invertebrates,jornadapitG,0.012346711,-92.77811975
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005921493,-119.2305749
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005930973,-125.1018517
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.021739418,-63.37510261
Invertebrates,jornadapitG,0.006079462,-296.6760628
Invertebrates,jornadapitG,0.011131929,-114.4742053
Invertebrates,jornadapitG,0.006079462,-296.6760628
Invertebrates,jornadapitG,0.005904977,-109.9362089
Invertebrates,jornadapitG,0.006637302,-133.0551366
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.006765689,-161.1854276
Invertebrates,jornadapitG,0.005655372,172.2116579
Invertebrates,jornadapitG,0.005655372,172.2116579
Invertebrates,jornadapitG,0.005930973,-125.1018517
Invertebrates,jornadapitG,0.006326355,-135.7929855
Invertebrates,jornadapitG,0.006660468,-113.7704439
Invertebrates,jornadapitG,0.008124904,-72.80690394
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.034637977,-24.98423753
Invertebrates,jornadapitG,0.005930973,-125.1018517
Invertebrates,jornadapitG,0.008560652,-89.89535457
Invertebrates,jornadapitG,0.007755983,-77.61478888
Invertebrates,jornadapitG,0.005921493,-119.2305749
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.005655372,172.2116579
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.006373403,-99.12555519
Invertebrates,jornadapitG,0.006339517,-129.2005351
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.022345411,-68.40354549
Invertebrates,jornadapitG,NA,NA
Invertebrates,jornadapitG,0.015291011,-63.23408006
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.008934033,11.50327922
Invertebrates,jornadapitM,0.012890385,-50.47784375
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.015786831,-16.29573511
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.015526803,-48.65957983
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.012890385,-50.47784375
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.008934033,11.50327922
Invertebrates,jornadapitM,0.008934033,11.50327922
Invertebrates,jornadapitM,0.014963409,-62.68494419
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.025801378,-29.92688439
Invertebrates,jornadapitM,0.017731631,-38.1444494
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.015786831,-16.29573511
Invertebrates,jornadapitM,0.015165857,-55.74626777
Invertebrates,jornadapitM,0.016157777,-43.22275131
Invertebrates,jornadapitM,0.015786831,-16.29573511
Invertebrates,jornadapitM,0.017293527,-51.87330514
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.015786831,-16.29573511
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.015630127,-25.20720012
Invertebrates,jornadapitM,0.030867571,-36.17867484
Invertebrates,jornadapitM,0.022089046,-31.41068062
Invertebrates,jornadapitM,0.015103642,-58.51730699
Invertebrates,jornadapitM,0.014569005,-58.13814759
Invertebrates,jornadapitM,0.015786831,-16.29573511
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.015786831,-16.29573511
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.013816362,-57.30824109
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.016369165,-44.19669239
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.018027929,-46.59739299
Invertebrates,jornadapitM,0.035959805,-16.84691455
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.015863333,-59.68800274
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.017802312,-38.82437054
Invertebrates,jornadapitM,NA,NA
Invertebrates,jornadapitM,0.013051194,-29.06022965
Invertebrates,jornadapitM,0.022775659,-27.90402608
Invertebrates,jornadapitM,0.016834048,-52.36516301
Invertebrates,jornadapitT,0.009219916,-87.35136331
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.006613676,-115.8697971
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007525257,-126.7903373
Invertebrates,jornadapitT,0.007055935,-116.0903895
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.006544249,-85.60471646
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007134231,-99.34965713
Invertebrates,jornadapitT,0.006544249,-85.60471646
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.006948696,-132.8880579
Invertebrates,jornadapitT,0.009808582,-64.16900865
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.009673624,-143.8560852
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007627871,-111.4905265
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007407436,-107.943207
Invertebrates,jornadapitT,0.008163629,-124.6424339
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.006613676,-115.8697971
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.001573251,9.191024339
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.009105977,-106.7386071
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.008121873,-99.29137642
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.00833216,-92.33609845
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.012732277,-57.09143666
Invertebrates,jornadapitT,0.010175374,-90.21919606
Invertebrates,jornadapitT,0.012401508,-31.13437248
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.001573251,9.191024339
Invertebrates,jornadapitT,0.007459983,-112.2702672
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007342427,-140.0541203
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007589943,-132.3824593
Invertebrates,jornadapitT,0.011555027,-109.4418677
Invertebrates,jornadapitT,0.001573251,9.191024339
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007631508,-99.36218713
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.006948696,-132.8880579
Invertebrates,jornadapitT,0.019515802,-55.29388839
Invertebrates,jornadapitT,0.009596234,-86.21308415
Invertebrates,jornadapitT,0.006948696,-132.8880579
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.009129513,-96.68391479
Invertebrates,jornadapitT,0.008019498,-89.27092605
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007056645,-93.05953713
Invertebrates,jornadapitT,0.001573251,9.191024339
Invertebrates,jornadapitT,0.010416229,-88.26620487
Invertebrates,jornadapitT,0.007056645,-93.05953713
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.013213388,-77.64749911
Invertebrates,jornadapitT,0.007528449,-141.9491746
Invertebrates,jornadapitT,0.008588311,-114.4144441
Invertebrates,jornadapitT,0.009790494,-121.7773796
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.00700939,-84.6700203
Invertebrates,jornadapitT,0.006948696,-132.8880579
Invertebrates,jornadapitT,0.021795863,-38.55144723
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.011789737,-84.03571618
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.006576208,-97.86463629
Invertebrates,jornadapitT,0.01093383,-81.40584119
Invertebrates,jornadapitT,0.008276268,-145.1195921
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.006613676,-115.8697971
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.00772377,-44.60930296
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.007065027,-107.3276547
Invertebrates,jornadapitT,0.009370774,-74.32023669
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.013087648,-58.15733213
Invertebrates,jornadapitT,0.006569806,-49.73968694
Invertebrates,jornadapitT,0.007682058,-69.28599547
Invertebrates,jornadapitT,0.006576208,-97.86463629
Invertebrates,jornadapitT,0.007870453,-108.1893816
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.008857669,-100.5370883
Invertebrates,jornadapitT,0.006613676,-115.8697971
Invertebrates,jornadapitT,NA,NA
Invertebrates,jornadapitT,0.00561975,47.09467213
Invertebrates,jornadapitT,0.015427567,-92.30349909
