Group,site,species,intercept,slope,Persistence,Mean,Median,RA,Pcat,rare
Invertebrates,JornadaPitfallsCreosote,ARPHEB1,NA,NA,0.055555556,0.055555556,0,0.006944444,N,R
Invertebrates,JornadaPitfallsCreosote,ARSAHAGE,NA,NA,0.166666667,0.277777778,0,0.006960747,N,R
Invertebrates,JornadaPitfallsCreosote,COCAHELA,NA,NA,0.111111111,0.111111111,0,0.007034632,N,R
Invertebrates,JornadaPitfallsCreosote,ARGNMIPO,NA,NA,0.166666667,0.222222222,0,0.007037148,N,R
Invertebrates,JornadaPitfallsCreosote,NECHERPU,NA,NA,0.111111111,0.222222222,0,0.007194984,N,R
Invertebrates,JornadaPitfallsCreosote,ARTHXYLA,NA,NA,0.111111111,0.111111111,0,0.007465964,N,R
Invertebrates,JornadaPitfallsCreosote,ARTHXY1,NA,NA,0.166666667,0.222222222,0,0.008930771,N,R
Invertebrates,JornadaPitfallsCreosote,AROXOXTR,NA,NA,0.333333333,0.444444444,0,0.009791722,N,R
Invertebrates,JornadaPitfallsCreosote,ARGNHACH,NA,NA,0.277777778,0.277777778,0,0.010618667,N,R
Invertebrates,JornadaPitfallsCreosote,COTEMECR,NA,NA,0.222222222,0.444444444,0,0.010669483,N,R
Invertebrates,JornadaPitfallsCreosote,COTESTCO,NA,NA,0.166666667,0.5,0,0.011383678,N,R
Invertebrates,JornadaPitfallsCreosote,ARPHPS1,NA,NA,0.166666667,0.222222222,0,0.012638057,N,R
Invertebrates,JornadaPitfallsCreosote,ORSCANVE,NA,NA,0.111111111,0.666666667,0,0.012885154,N,R
Invertebrates,JornadaPitfallsCreosote,COTEELHI,NA,NA,0.222222222,0.722222222,0,0.012945721,N,R
Invertebrates,JornadaPitfallsCreosote,ARTRSTFU,NA,NA,0.222222222,0.277777778,0,0.013231193,N,R
Invertebrates,JornadaPitfallsCreosote,ORACCLLA,NA,NA,0.166666667,0.388888889,0,0.014609555,N,R
Invertebrates,JornadaPitfallsCreosote,COTEARDE,NA,NA,0.277777778,0.722222222,0,0.016320293,N,R
Invertebrates,JornadaPitfallsCreosote,ORACBOAR,NA,NA,0.277777778,0.666666667,0,0.016727282,N,R
Invertebrates,JornadaPitfallsCreosote,ORACCIPA,NA,NA,0.222222222,0.444444444,0,0.017074238,N,R
Invertebrates,JornadaPitfallsCreosote,ORACACPI,NA,NA,0.333333333,0.444444444,0,0.023151828,N,R
Invertebrates,JornadaPitfallsCreosote,MIMEPRRE,NA,NA,0.333333333,1.111111111,0,0.028467389,N,R
Invertebrates,JornadaPitfallsCreosote,CONICALU,NA,NA,0.166666667,2.555555556,0,0.033676085,N,R
Invertebrates,JornadaPitfallsGrassland,ARTHXY1,0.015503876,-69.67479451,0.277777778,0.388888889,0,0.002838642,P,R
Invertebrates,JornadaPitfallsGrassland,BLBLPADE,0.039665151,-19.70283291,0.277777778,1.166666667,0,0.016200519,P,R
Invertebrates,JornadaPitfallsGrassland,BLPOARER,0.065525343,-16.2582072,0.555555556,1.833333333,1,0.053783886,P,R
Invertebrates,JornadaPitfallsGrassland,COTRTRSC,0.087013895,-12.8889546,0.222222222,1.277777778,0,0.019160794,P,R
Invertebrates,JornadaPitfallsGrassland,SOERER1,0.102026235,-9.289853415,0.611111111,1.888888889,1,0.039673303,P,R
Invertebrates,JornadaPitfallsGrassland,ORACTRPA,-0.044644375,-8.889042755,0.333333333,1.333333333,0,0.017520553,N,R
Invertebrates,JornadaPitfallsGrassland,SCVAVACO,0.002968009,-8.788748819,0.722222222,2.777777778,2.5,0.033675175,P,R
Invertebrates,JornadaPitfallsGrassland,COTEMECR,0.012477249,-8.780655676,0.666666667,3.777777778,2,0.052843811,P,R
Invertebrates,JornadaPitfallsGrassland,ORGYDAHA,0.144529145,-7.93590363,0.277777778,2.444444444,0,0.030878314,P,R
Invertebrates,JornadaPitfallsGrassland,HELYEMVI,0.031154608,-6.270927469,0.5,1.777777778,1,0.029623521,P,R
Invertebrates,JornadaPitfallsGrassland,MIMEPRRE,0.250058973,-5.103114358,0.5,18.66666667,1.5,0.138674762,P,R
Invertebrates,JornadaPitfallsGrassland,ORGRGR1,0.02993482,-0.635389139,0.888888889,20.22222222,8.5,0.189013747,P,R
Invertebrates,JornadaPitfallsGrassland,COTEELLO,0.138888889,12.25211607,0.333333333,0.944444444,0,0.016515662,N,R
Invertebrates,JornadaPitfallsGrassland,ORACACPI,0.013485529,36.40212617,0.388888889,0.722222222,0,0.014591944,N,R
Invertebrates,JornadaPitfallsGrassland,COSCANVE,0.027658737,43.81593053,0.333333333,0.833333333,0,0.010816912,N,R
Invertebrates,JornadaPitfallsGrassland,ARLYLY1,0.026315789,87.95297993,0.388888889,0.555555556,0,0.010308222,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNDD1,0.011111111,92.30293932,0.388888889,0.611111111,0,0.005601633,N,R
Invertebrates,JornadaPitfallsGrassland,COANAN1,0.007751938,136.7538614,0.222222222,0.277777778,0,0.002234496,N,R
Invertebrates,JornadaPitfallsGrassland,ORMOCYCO,0.089647672,257.5654237,0.222222222,0.888888889,0,0.010993367,N,R
Invertebrates,JornadaPitfallsGrassland,COLEPTTE,0.013333333,311.9162313,0.222222222,0.388888889,0,0.002300721,N,R
Invertebrates,JornadaPitfallsGrassland,ARLYVAGO,NA,NA,0.055555556,0.055555556,0,0.000256016,N,R
Invertebrates,JornadaPitfallsGrassland,ARMIMIHE,NA,NA,0.055555556,0.055555556,0,0.000256016,N,R
Invertebrates,JornadaPitfallsGrassland,CHSCSOVI,NA,NA,0.055555556,0.055555556,0,0.000256016,N,R
Invertebrates,JornadaPitfallsGrassland,ORACPAPA,NA,NA,0.055555556,0.055555556,0,0.000256016,N,R
Invertebrates,JornadaPitfallsGrassland,ORTEAR1,NA,NA,0.055555556,0.055555556,0,0.000256016,N,R
Invertebrates,JornadaPitfallsGrassland,ARLYGLGU,NA,NA,0.055555556,0.055555556,0,0.000308642,N,R
Invertebrates,JornadaPitfallsGrassland,ARSILOAP,NA,NA,0.055555556,0.055555556,0,0.000308642,N,R
Invertebrates,JornadaPitfallsGrassland,HYMUDAKL,NA,NA,0.055555556,0.055555556,0,0.000308642,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNCEBI,NA,NA,0.055555556,0.055555556,0,0.000340832,N,R
Invertebrates,JornadaPitfallsGrassland,ARLILI1,NA,NA,0.055555556,0.055555556,0,0.000340832,N,R
Invertebrates,JornadaPitfallsGrassland,COCAHELA,NA,NA,0.055555556,0.055555556,0,0.00037037,N,R
Invertebrates,JornadaPitfallsGrassland,ORRHCEPA,NA,NA,0.055555556,0.055555556,0,0.00037037,N,R
Invertebrates,JornadaPitfallsGrassland,SCVAVARU,NA,NA,0.055555556,0.055555556,0,0.00037037,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNDRMU,NA,NA,0.055555556,0.055555556,0,0.000375375,N,R
Invertebrates,JornadaPitfallsGrassland,COCACILE,NA,NA,0.055555556,0.055555556,0,0.000375375,N,R
Invertebrates,JornadaPitfallsGrassland,COMEEPCO,NA,NA,0.055555556,0.055555556,0,0.000375375,N,R
Invertebrates,JornadaPitfallsGrassland,HYPOPEFO,NA,NA,0.055555556,0.055555556,0,0.000375375,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNDR1,NA,NA,0.055555556,0.055555556,0,0.000430663,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNZELA,NA,NA,0.055555556,0.055555556,0,0.000430663,N,R
Invertebrates,JornadaPitfallsGrassland,COCAHAPE,NA,NA,0.055555556,0.055555556,0,0.000430663,N,R
Invertebrates,JornadaPitfallsGrassland,ORGYCEPA,NA,NA,0.055555556,0.055555556,0,0.000430663,N,R
Invertebrates,JornadaPitfallsGrassland,ARSAPH1,NA,NA,0.111111111,0.111111111,0,0.000564658,N,R
Invertebrates,JornadaPitfallsGrassland,ARTRSTFU,NA,NA,0.111111111,0.111111111,0,0.000564658,N,R
Invertebrates,JornadaPitfallsGrassland,COCETR1,NA,NA,0.055555556,0.111111111,0,0.000617284,N,R
Invertebrates,JornadaPitfallsGrassland,HELYNELA,NA,NA,0.055555556,0.111111111,0,0.000617284,N,R
Invertebrates,JornadaPitfallsGrassland,HELYPABI,NA,NA,0.055555556,0.111111111,0,0.000617284,N,R
Invertebrates,JornadaPitfallsGrassland,ORACAGDE,NA,NA,0.055555556,0.111111111,0,0.000617284,N,R
Invertebrates,JornadaPitfallsGrassland,COCAEUGR,NA,NA,0.111111111,0.111111111,0,0.000626387,N,R
Invertebrates,JornadaPitfallsGrassland,HELALA1,NA,NA,0.111111111,0.111111111,0,0.000679012,N,R
Invertebrates,JornadaPitfallsGrassland,ARSASA2,NA,NA,0.055555556,0.111111111,0,0.000681663,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNMI1,NA,NA,0.055555556,0.055555556,0,0.000730994,N,R
Invertebrates,JornadaPitfallsGrassland,CHLILIFO,NA,NA,0.055555556,0.055555556,0,0.000730994,N,R
Invertebrates,JornadaPitfallsGrassland,COCUOP1,NA,NA,0.055555556,0.055555556,0,0.000730994,N,R
Invertebrates,JornadaPitfallsGrassland,COSCDIGA,NA,NA,0.055555556,0.055555556,0,0.000730994,N,R
Invertebrates,JornadaPitfallsGrassland,COTEGLSO,NA,NA,0.055555556,0.111111111,0,0.000740741,N,R
Invertebrates,JornadaPitfallsGrassland,COELARDE,NA,NA,0.111111111,0.111111111,0,0.000771495,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNCAMU,NA,NA,0.055555556,0.055555556,0,0.000805153,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNDDGO,NA,NA,0.055555556,0.055555556,0,0.000805153,N,R
Invertebrates,JornadaPitfallsGrassland,DISCOROR,NA,NA,0.055555556,0.111111111,0,0.000861326,N,R
Invertebrates,JornadaPitfallsGrassland,ARTREUSC,NA,NA,0.055555556,0.055555556,0,0.000925926,N,R
Invertebrates,JornadaPitfallsGrassland,HYMUPSPR,NA,NA,0.055555556,0.055555556,0,0.000925926,N,R
Invertebrates,JornadaPitfallsGrassland,ARPHTHFO,NA,NA,0.111111111,0.166666667,0,0.000958116,N,R
Invertebrates,JornadaPitfallsGrassland,COTETRPR,NA,NA,0.166666667,0.166666667,0,0.001027511,N,R
Invertebrates,JornadaPitfallsGrassland,ARDICIVA,NA,NA,0.111111111,0.111111111,0,0.001039636,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNZE1,NA,NA,0.111111111,0.111111111,0,0.001061169,N,R
Invertebrates,JornadaPitfallsGrassland,PSCHDASI,NA,NA,0.055555556,0.166666667,0,0.001111111,N,R
Invertebrates,JornadaPitfallsGrassland,ORACBOAR,NA,NA,0.111111111,0.166666667,0,0.001112326,N,R
Invertebrates,JornadaPitfallsGrassland,ARPHEB1,NA,NA,0.166666667,0.166666667,0,0.001141865,N,R
Invertebrates,JornadaPitfallsGrassland,COELCOAT,NA,NA,0.111111111,0.111111111,0,0.001142914,N,R
Invertebrates,JornadaPitfallsGrassland,ARPHPS1,NA,NA,0.111111111,0.111111111,0,0.001175523,N,R
Invertebrates,JornadaPitfallsGrassland,HETICO1,NA,NA,0.055555556,0.222222222,0,0.001234568,N,R
Invertebrates,JornadaPitfallsGrassland,ORTEINEL,NA,NA,0.111111111,0.111111111,0,0.001296296,N,R
Invertebrates,JornadaPitfallsGrassland,COSCBOEB,NA,NA,0.111111111,0.111111111,0,0.001301301,N,R
Invertebrates,JornadaPitfallsGrassland,COCACYPU,NA,NA,0.222222222,0.222222222,0,0.001365692,N,R
Invertebrates,JornadaPitfallsGrassland,ORACCIPA,NA,NA,0.055555556,0.111111111,0,0.001424501,N,R
Invertebrates,JornadaPitfallsGrassland,ARAGAG1,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNHE1,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,ARTHXYCU,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,CHSCSCVI,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,COCAPAOB,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,COSCSCVI,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,COTEEMCO,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,ORACAUEL,NA,NA,0.055555556,0.055555556,0,0.001461988,N,R
Invertebrates,JornadaPitfallsGrassland,ARTHXYFA,NA,NA,0.111111111,0.111111111,0,0.001536147,N,R
Invertebrates,JornadaPitfallsGrassland,COHIHIAB,NA,NA,0.055555556,0.277777778,0,0.00154321,N,R
Invertebrates,JornadaPitfallsGrassland,HELYLYKA,NA,NA,0.111111111,0.166666667,0,0.00154321,N,R
Invertebrates,JornadaPitfallsGrassland,ARTHXYLA,NA,NA,0.166666667,0.166666667,0,0.001576648,N,R
Invertebrates,JornadaPitfallsGrassland,COTECOUN,NA,NA,0.111111111,0.166666667,0,0.001592321,N,R
Invertebrates,JornadaPitfallsGrassland,COTEARRU,NA,NA,0.111111111,0.166666667,0,0.001718005,N,R
Invertebrates,JornadaPitfallsGrassland,ORACARPS,NA,NA,0.111111111,0.111111111,0,0.001718005,N,R
Invertebrates,JornadaPitfallsGrassland,ORACPSTE,NA,NA,0.111111111,0.111111111,0,0.001718005,N,R
Invertebrates,JornadaPitfallsGrassland,ORACXACO,NA,NA,0.055555556,0.111111111,0,0.001851852,N,R
Invertebrates,JornadaPitfallsGrassland,COCAPAEL,NA,NA,0.111111111,0.166666667,0,0.002079272,N,R
Invertebrates,JornadaPitfallsGrassland,COSCCAPU,NA,NA,0.111111111,0.111111111,0,0.002255461,N,R
Invertebrates,JornadaPitfallsGrassland,CONICALU,NA,NA,0.166666667,0.333333333,0,0.002340937,N,R
Invertebrates,JornadaPitfallsGrassland,NECHCH1,NA,NA,0.055555556,0.055555556,0,0.002415459,N,R
Invertebrates,JornadaPitfallsGrassland,ORACME1,NA,NA,0.055555556,0.055555556,0,0.002415459,N,R
Invertebrates,JornadaPitfallsGrassland,ORACMEBO,NA,NA,0.055555556,0.055555556,0,0.002415459,N,R
Invertebrates,JornadaPitfallsGrassland,ARDIDI1,NA,NA,0.111111111,0.111111111,0,0.002756291,N,R
Invertebrates,JornadaPitfallsGrassland,ARSAHAGE,NA,NA,0.166666667,0.277777778,0,0.002793125,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNZEAN,NA,NA,0.111111111,0.277777778,0,0.002825315,N,R
Invertebrates,JornadaPitfallsGrassland,ARMISY1,NA,NA,0.277777778,0.277777778,0,0.002998722,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNHEBU,NA,NA,0.111111111,0.111111111,0,0.003020878,N,R
Invertebrates,JornadaPitfallsGrassland,COTEELCA,NA,NA,0.055555556,0.055555556,0,0.00308642,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNZETU,NA,NA,0.277777778,0.333333333,0,0.003179957,N,R
Invertebrates,JornadaPitfallsGrassland,ARPHEBDO,NA,NA,0.166666667,0.333333333,0,0.003183288,N,R
Invertebrates,JornadaPitfallsGrassland,ARLYSC1,NA,NA,0.166666667,0.222222222,0,0.003436009,N,R
Invertebrates,JornadaPitfallsGrassland,ARPHTHCO,NA,NA,0.111111111,0.222222222,0,0.003436009,N,R
Invertebrates,JornadaPitfallsGrassland,COTEELEX,NA,NA,0.111111111,0.222222222,0,0.003837171,N,R
Invertebrates,JornadaPitfallsGrassland,ORTEARGR,NA,NA,0.111111111,0.222222222,0,0.003837171,N,R
Invertebrates,JornadaPitfallsGrassland,ORACTRFO,NA,NA,0.111111111,0.277777778,0,0.003880071,N,R
Invertebrates,JornadaPitfallsGrassland,COCUCICO,NA,NA,0.111111111,0.277777778,0,0.004134367,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNMILO,NA,NA,0.166666667,0.333333333,0,0.004188705,N,R
Invertebrates,JornadaPitfallsGrassland,ORTEERSC,NA,NA,0.166666667,0.222222222,0,0.004434698,N,R
Invertebrates,JornadaPitfallsGrassland,ORACARCO,NA,NA,0.055555556,0.055555556,0,0.00462963,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNCESI,NA,NA,0.166666667,0.222222222,0,0.004641981,N,R
Invertebrates,JornadaPitfallsGrassland,ARCOCA1,NA,NA,0.166666667,0.166666667,0,0.0046826,N,R
Invertebrates,JornadaPitfallsGrassland,ARDICI1,NA,NA,0.111111111,0.111111111,0,0.004885646,N,R
Invertebrates,JornadaPitfallsGrassland,ARPHAPTE,NA,NA,0.277777778,0.5,0,0.004915464,N,R
Invertebrates,JornadaPitfallsGrassland,AROXOXTR,NA,NA,0.222222222,0.555555556,0,0.005331805,N,R
Invertebrates,JornadaPitfallsGrassland,ARTRLAHE,NA,NA,0.166666667,0.166666667,0,0.006072754,N,R
Invertebrates,JornadaPitfallsGrassland,CHSCSCPO,NA,NA,0.166666667,0.333333333,0,0.006655225,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNHACH,NA,NA,0.222222222,0.277777778,0,0.008479532,N,R
Invertebrates,JornadaPitfallsGrassland,COELLASC,NA,NA,0.222222222,0.277777778,0,0.008674464,N,R
Invertebrates,JornadaPitfallsGrassland,ORACERSI,NA,NA,0.111111111,0.277777778,0,0.010185185,N,R
Invertebrates,JornadaPitfallsGrassland,COCRCRDE,NA,NA,0.222222222,0.333333333,0,0.010194288,N,R
Invertebrates,JornadaPitfallsGrassland,COCAPACA,NA,NA,0.166666667,0.444444444,0,0.010628019,N,R
Invertebrates,JornadaPitfallsGrassland,COTEARDE,NA,NA,0.388888889,0.666666667,0,0.010760018,N,R
Invertebrates,JornadaPitfallsGrassland,COSCDISU,NA,NA,0.055555556,0.055555556,0,0.013888889,N,R
Invertebrates,JornadaPitfallsGrassland,ARGNHA1,NA,NA,0.166666667,0.166666667,0,0.014634635,N,R
Invertebrates,JornadaPitfallsGrassland,COTEELHI,NA,NA,0.222222222,1.833333333,0,0.01627613,N,R
Invertebrates,JornadaPitfallsGrassland,ORRHAMPH,NA,NA,0.055555556,0.5,0,0.023809524,N,R
Invertebrates,JornadaPitfallsMesquite,SCVAVACO,0.058445218,-40.86380829,0.555555556,1,1,0.039880775,P,R
Invertebrates,JornadaPitfallsMesquite,COTEELLO,0.117647059,-38.29638173,0.333333333,0.666666667,0,0.031480139,P,R
Invertebrates,JornadaPitfallsMesquite,ORGRGR1,0.191723938,-14.13185102,0.777777778,3.555555556,1.5,0.139020575,P,R
Invertebrates,JornadaPitfallsMesquite,COSCDICA,0.032271884,-8.745308575,0.277777778,0.388888889,0,0.015886949,P,R
Invertebrates,JornadaPitfallsMesquite,COELNEAR,0.023809524,-7.939685886,0.222222222,0.277777778,0,0.012888346,P,R
Invertebrates,JornadaPitfallsMesquite,COTEELHI,0.186377513,-7.159707366,0.611111111,2.666666667,1.5,0.123273953,P,R
Invertebrates,JornadaPitfallsMesquite,ORTEERSC,-0.05375079,-3.210338282,0.333333333,0.611111111,0,0.017516768,N,R
Invertebrates,JornadaPitfallsMesquite,COELLASC,0.420500563,-2.768084208,0.666666667,1.666666667,1,0.132091597,P,R
Invertebrates,JornadaPitfallsMesquite,ARTRLAHE,NA,NA,0.055555556,0.055555556,0,0.000910747,N,R
Invertebrates,JornadaPitfallsMesquite,COANNIVE,NA,NA,0.055555556,0.055555556,0,0.000910747,N,R
Invertebrates,JornadaPitfallsMesquite,COCAPACA,NA,NA,0.055555556,0.055555556,0,0.000910747,N,R
Invertebrates,JornadaPitfallsMesquite,ARPHEBDO,NA,NA,0.055555556,0.055555556,0,0.001322751,N,R
Invertebrates,JornadaPitfallsMesquite,COANANO1,NA,NA,0.055555556,0.055555556,0,0.001322751,N,R
Invertebrates,JornadaPitfallsMesquite,COMEEP1,NA,NA,0.055555556,0.055555556,0,0.001322751,N,R
Invertebrates,JornadaPitfallsMesquite,COELCOAT,NA,NA,0.055555556,0.055555556,0,0.001424501,N,R
Invertebrates,JornadaPitfallsMesquite,COTEEURE,NA,NA,0.055555556,0.055555556,0,0.001424501,N,R
Invertebrates,JornadaPitfallsMesquite,COELARDE,NA,NA,0.055555556,0.111111111,0,0.001821494,N,R
Invertebrates,JornadaPitfallsMesquite,ARDICI1,NA,NA,0.055555556,0.055555556,0,0.001851852,N,R
Invertebrates,JornadaPitfallsMesquite,ARGNHEBU,NA,NA,0.055555556,0.055555556,0,0.001851852,N,R
Invertebrates,JornadaPitfallsMesquite,COLASTDE,NA,NA,0.055555556,0.055555556,0,0.001851852,N,R
Invertebrates,JornadaPitfallsMesquite,OP111,NA,NA,0.055555556,0.055555556,0,0.001851852,N,R
Invertebrates,JornadaPitfallsMesquite,ORACBOAR,NA,NA,0.055555556,0.055555556,0,0.001851852,N,R
Invertebrates,JornadaPitfallsMesquite,DISPOROR,NA,NA,0.055555556,0.055555556,0,0.002136752,N,R
Invertebrates,JornadaPitfallsMesquite,COCABE1,NA,NA,0.055555556,0.055555556,0,0.002525253,N,R
Invertebrates,JornadaPitfallsMesquite,COLEPTTE,NA,NA,0.055555556,0.111111111,0,0.002645503,N,R
Invertebrates,JornadaPitfallsMesquite,COSCCAPU,NA,NA,0.055555556,0.111111111,0,0.002849003,N,R
Invertebrates,JornadaPitfallsMesquite,ARCLNECH,NA,NA,0.055555556,0.055555556,0,0.00308642,N,R
Invertebrates,JornadaPitfallsMesquite,ARTRSTFU,NA,NA,0.055555556,0.055555556,0,0.00308642,N,R
Invertebrates,JornadaPitfallsMesquite,COELAG1,NA,NA,0.055555556,0.055555556,0,0.00308642,N,R
Invertebrates,JornadaPitfallsMesquite,ARGNZE1,NA,NA,0.055555556,0.055555556,0,0.003267974,N,R
Invertebrates,JornadaPitfallsMesquite,ARLYGERA,NA,NA,0.055555556,0.055555556,0,0.003267974,N,R
Invertebrates,JornadaPitfallsMesquite,COSTHACA,NA,NA,0.055555556,0.055555556,0,0.003267974,N,R
Invertebrates,JornadaPitfallsMesquite,COTEELCA,NA,NA,0.111111111,0.111111111,0,0.003561254,N,R
Invertebrates,JornadaPitfallsMesquite,MIMEPRRE,NA,NA,0.055555556,0.222222222,0,0.003642987,N,R
Invertebrates,JornadaPitfallsMesquite,ORACME1,NA,NA,0.055555556,0.055555556,0,0.003968254,N,R
Invertebrates,JornadaPitfallsMesquite,COSCONHE,NA,NA,0.055555556,0.111111111,0,0.004273504,N,R
Invertebrates,JornadaPitfallsMesquite,ORTEINSP,NA,NA,0.111111111,0.111111111,0,0.004377104,N,R
Invertebrates,JornadaPitfallsMesquite,COTEEMGL,NA,NA,0.111111111,0.111111111,0,0.004510921,N,R
Invertebrates,JornadaPitfallsMesquite,COCACYPU,NA,NA,0.111111111,0.111111111,0,0.004662005,N,R
Invertebrates,JornadaPitfallsMesquite,HYMUDAKL,NA,NA,0.055555556,0.055555556,0,0.005050505,N,R
Invertebrates,JornadaPitfallsMesquite,HELYEMVI,NA,NA,0.111111111,0.222222222,0,0.005184251,N,R
Invertebrates,JornadaPitfallsMesquite,COTETRPR,NA,NA,0.055555556,0.222222222,0,0.005291005,N,R
Invertebrates,JornadaPitfallsMesquite,ARTHXY1,NA,NA,0.055555556,0.111111111,0,0.00617284,N,R
Invertebrates,JornadaPitfallsMesquite,COANAN1,NA,NA,0.111111111,0.222222222,0,0.007054674,N,R
Invertebrates,JornadaPitfallsMesquite,ORGRGRO1,NA,NA,0.166666667,0.166666667,0,0.008377425,N,R
Invertebrates,JornadaPitfallsMesquite,COTEELEX,NA,NA,0.111111111,0.222222222,0,0.008486504,N,R
Invertebrates,JornadaPitfallsMesquite,HYPOPO1,NA,NA,0.055555556,0.055555556,0,0.009259259,N,R
Invertebrates,JornadaPitfallsMesquite,ORACTRPA,NA,NA,0.166666667,0.333333333,0,0.010329581,N,R
Invertebrates,JornadaPitfallsMesquite,CONICALU,NA,NA,0.111111111,0.222222222,0,0.011111111,N,R
Invertebrates,JornadaPitfallsMesquite,COTEELOB,NA,NA,0.111111111,0.166666667,0,0.011994949,N,R
Invertebrates,JornadaPitfallsMesquite,SOERER1,NA,NA,0.222222222,0.5,0,0.012137508,N,R
Invertebrates,JornadaPitfallsMesquite,COTRTRSC,NA,NA,0.111111111,0.277777778,0,0.014496397,N,R
Invertebrates,JornadaPitfallsMesquite,COSCANVE,NA,NA,0.222222222,0.277777778,0,0.015402065,N,R
Invertebrates,JornadaPitfallsMesquite,ORACERSI,NA,NA,0.055555556,0.111111111,0,0.015873016,N,R
Invertebrates,JornadaPitfallsMesquite,COELAGRE,NA,NA,0.111111111,0.277777778,0,0.018009768,N,R
Invertebrates,JornadaPitfallsMesquite,ORTEINEL,NA,NA,0.277777778,0.277777778,0,0.018450685,N,R
Invertebrates,JornadaPitfallsMesquite,COTEMECR,NA,NA,0.166666667,0.388888889,0,0.024013358,N,R
Invertebrates,JornadaPitfallsMesquite,ORRHAMPH,NA,NA,0.166666667,0.555555556,0,0.025399832,N,R
Invertebrates,JornadaPitfallsMesquite,ORGYDAHA,NA,NA,0.222222222,0.388888889,0,0.025980193,N,R
Invertebrates,JornadaPitfallsMesquite,ORACCIPA,NA,NA,0.222222222,0.833333333,0,0.044654882,N,R
Invertebrates,JornadaPitfallsMesquite,BLPOARER,NA,NA,0.166666667,0.333333333,0,0.04869281,N,R
Invertebrates,JornadaPitfallsMesquite,ORACACPI,NA,NA,0.111111111,0.111111111,0,0.057692308,N,R
Invertebrates,JornadaPitfallsTarbush,COANAN1,0.036266277,-116.2365384,0.222222222,0.444444444,0,0.00688613,P,R
Invertebrates,JornadaPitfallsTarbush,COELLASC,0.036709063,-56.79266633,0.5,0.722222222,0.5,0.024050383,P,R
Invertebrates,JornadaPitfallsTarbush,COTEARDE,0.040514291,-39.70764327,0.222222222,0.388888889,0,0.008275868,P,R
Invertebrates,JornadaPitfallsTarbush,SCVAVACO,0.030417584,-32.45714456,0.722222222,1.277777778,1,0.024668525,P,R
Invertebrates,JornadaPitfallsTarbush,ORTEERSC,0.07905652,-23.14689775,0.277777778,0.888888889,0,0.017227013,P,R
Invertebrates,JornadaPitfallsTarbush,COTRTRSC,0.022727273,-22.55817233,0.333333333,0.611111111,0,0.020093663,P,R
Invertebrates,JornadaPitfallsTarbush,COCAPACA,0.125729973,-10.78086441,0.444444444,1.5,0,0.06301692,P,R
Invertebrates,JornadaPitfallsTarbush,COTEMECR,0.138113844,-10.13263153,0.444444444,4.777777778,0,0.069930165,P,R
Invertebrates,JornadaPitfallsTarbush,COSCANVE,0.14788079,-9.55785819,0.555555556,2.333333333,1,0.049876665,P,R
Invertebrates,JornadaPitfallsTarbush,COCHZYTO,0.119233428,-7.878156071,0.222222222,0.666666667,0,0.014350719,P,R
Invertebrates,JornadaPitfallsTarbush,MIMEPRRE,0.3226408,-2.95675218,0.666666667,4,1,0.083193607,P,R
Invertebrates,JornadaPitfallsTarbush,SOERER1,0.445345024,-1.087426823,0.611111111,3.444444444,3,0.06775892,P,R
Invertebrates,JornadaPitfallsTarbush,ORACACPI,0.16199968,-0.897663611,0.333333333,0.722222222,0,0.01717753,P,R
Invertebrates,JornadaPitfallsTarbush,ORACCAOL,-0.449894899,1.47383089,0.222222222,0.722222222,0,0.015535432,N,R
Invertebrates,JornadaPitfallsTarbush,ORGRGR1,0.136476457,2.969675621,0.5,1.444444444,0.5,0.031882271,N,R
Invertebrates,JornadaPitfallsTarbush,COSCDICA,0.012048193,5.687933066,0.222222222,0.388888889,0,0.009507728,N,R
Invertebrates,JornadaPitfallsTarbush,ARLILI1,NA,NA,0.055555556,0.055555556,0,0.000669344,N,R
